Minute,Hour,Day,Req/Min,AvgResponseTime,NumberOfPods
42,13,4,103,0.85,1
43,13,4,109,0.69,1
44,13,4,170,0.47,1
45,13,4,110,0.35,1
46,13,4,151,0.81,2
47,13,4,133,0.76,1
48,13,4,176,0.65,1
49,13,4,104,0.97,1
50,13,4,139,0.41,1
51,13,4,153,0.64,1
52,13,4,125,0.45,1
53,13,4,176,0.57,1
54,13,4,196,0.79,2
55,13,4,195,0.49,1
56,13,4,116,0.30,1
57,13,4,169,0.53,1
58,13,4,166,0.88,2
59,13,4,117,0.57,1
0,14,4,190,0.93,2
1,14,4,182,0.52,1
2,14,4,142,0.52,1
3,14,4,172,0.82,2
4,14,4,126,0.93,1
5,14,4,158,0.94,2
6,14,4,173,0.62,1
7,14,4,143,0.58,1
8,14,4,188,0.52,1
9,14,4,127,0.53,1
10,14,4,188,0.35,1
11,14,4,139,0.72,1
12,14,4,140,0.83,1
13,14,4,103,0.79,1
14,14,4,175,0.43,1
15,14,4,101,0.84,1
16,14,4,123,0.82,1
17,14,4,128,0.81,1
18,14,4,147,0.80,1
19,14,4,192,0.53,1
20,14,4,110,0.99,1
21,14,4,200,0.99,2
22,14,4,169,0.73,2
23,14,4,198,0.37,1
24,14,4,103,0.87,1
25,14,4,183,0.66,2
26,14,4,147,0.60,1
27,14,4,186,0.30,1
28,14,4,121,0.81,1
29,14,4,118,0.85,1
30,14,4,199,0.94,2
31,14,4,183,0.40,1
32,14,4,187,0.90,2
33,14,4,165,0.79,2
34,14,4,122,0.99,2
35,14,4,138,0.98,2
36,14,4,171,0.78,2
37,14,4,165,0.70,1
38,14,4,156,0.41,1
39,14,4,180,0.66,1
40,14,4,131,0.38,1
41,14,4,162,0.35,1
42,14,4,191,0.93,2
43,14,4,189,0.59,1
44,14,4,174,0.94,2
45,14,4,120,0.99,1
46,14,4,135,0.61,1
47,14,4,157,0.47,1
48,14,4,116,0.46,1
49,14,4,200,0.42,1
50,14,4,145,0.32,1
51,14,4,117,0.44,1
52,14,4,132,0.83,1
53,14,4,184,0.97,2
54,14,4,152,0.53,1
55,14,4,183,0.42,1
56,14,4,198,0.77,2
57,14,4,118,0.92,1
58,14,4,140,0.43,1
59,14,4,188,0.74,2
0,15,4,132,0.33,1
1,15,4,194,0.69,2
2,15,4,143,0.99,2
3,15,4,192,0.51,1
4,15,4,128,0.34,1
5,15,4,158,0.61,1
6,15,4,110,0.76,1
7,15,4,158,0.54,1
8,15,4,193,0.65,2
9,15,4,170,0.74,2
10,15,4,151,0.81,2
11,15,4,121,0.88,1
12,15,4,192,0.64,2
13,15,4,192,0.64,2
14,15,4,132,0.45,1
15,15,4,200,0.49,1
16,15,4,155,0.55,1
17,15,4,117,0.35,1
18,15,4,192,0.82,2
19,15,4,104,0.43,1
20,15,4,127,0.90,1
21,15,4,103,0.57,1
22,15,4,177,0.82,2
23,15,4,160,0.68,1
24,15,4,144,0.57,1
25,15,4,165,0.42,1
26,15,4,166,0.55,1
27,15,4,121,0.30,1
28,15,4,172,0.98,2
29,15,4,130,0.98,2
30,15,4,187,0.40,1
31,15,4,177,0.94,2
32,15,4,196,0.36,1
33,15,4,115,0.40,1
34,15,4,181,0.74,2
35,15,4,138,0.56,1
36,15,4,178,0.72,2
37,15,4,134,0.64,1
38,15,4,180,0.64,1
39,15,4,176,0.58,1
40,15,4,190,0.61,1
41,15,4,158,0.71,1
42,15,4,137,0.50,1
43,15,4,194,0.62,2
44,15,4,125,0.76,1
45,15,4,194,0.81,2
46,15,4,104,0.83,1
47,15,4,109,0.43,1
48,15,4,167,0.87,2
49,15,4,158,0.91,2
50,15,4,171,0.94,2
51,15,4,145,0.32,1
52,15,4,159,0.67,1
53,15,4,196,0.77,2
54,15,4,186,0.70,2
55,15,4,108,0.92,1
56,15,4,154,0.54,1
57,15,4,140,0.94,2
58,15,4,167,0.35,1
59,15,4,119,0.59,1
0,16,4,109,0.46,1
1,16,4,139,0.37,1
2,16,4,194,0.63,2
3,16,4,111,0.49,1
4,16,4,107,0.86,1
5,16,4,157,0.95,2
6,16,4,182,0.91,2
7,16,4,180,0.47,1
8,16,4,182,0.46,1
9,16,4,158,0.42,1
10,16,4,123,0.84,1
11,16,4,171,0.80,2
12,16,4,150,0.48,1
13,16,4,197,0.65,2
14,16,4,137,0.55,1
15,16,4,129,0.58,1
16,16,4,183,0.98,2
17,16,4,128,0.71,1
18,16,4,144,0.79,1
19,16,4,148,0.45,1
20,16,4,122,0.75,1
21,16,4,129,0.86,1
22,16,4,108,0.57,1
23,16,4,190,0.84,2
24,16,4,154,0.57,1
25,16,4,117,0.83,1
26,16,4,107,0.35,1
27,16,4,162,0.43,1
28,16,4,119,0.84,1
29,16,4,147,0.82,2
30,16,4,181,0.69,2
31,16,4,186,0.66,2
32,16,4,117,0.54,1
33,16,4,197,0.45,1
34,16,4,129,0.80,1
35,16,4,189,0.70,2
36,16,4,110,0.41,1
37,16,4,107,0.42,1
38,16,4,106,0.59,1
39,16,4,158,0.94,2
40,16,4,123,0.77,1
41,16,4,126,0.61,1
42,16,4,158,0.98,2
43,16,4,183,0.32,1
44,16,4,143,0.80,1
45,16,4,143,0.99,2
46,16,4,177,0.54,1
47,16,4,132,0.69,1
48,16,4,160,0.82,2
49,16,4,186,0.81,2
50,16,4,143,0.71,1
51,16,4,109,0.93,1
52,16,4,185,0.75,2
53,16,4,197,0.98,2
54,16,4,200,0.33,1
55,16,4,166,0.55,1
56,16,4,144,0.98,2
57,16,4,115,0.51,1
58,16,4,141,0.75,1
59,16,4,135,0.68,1
0,17,4,110,0.31,1
1,17,4,177,0.89,2
2,17,4,156,0.37,1
3,17,4,133,0.38,1
4,17,4,177,0.74,2
5,17,4,194,0.77,2
6,17,4,190,0.59,1
7,17,4,181,0.86,2
8,17,4,155,0.58,1
9,17,4,170,0.32,1
10,17,4,186,0.81,2
11,17,4,143,0.53,1
12,17,4,124,0.56,1
13,17,4,183,0.53,1
14,17,4,145,0.65,1
15,17,4,149,0.40,1
16,17,4,145,0.53,1
17,17,4,128,0.70,1
18,17,4,153,0.74,1
19,17,4,123,0.37,1
20,17,4,126,0.79,1
21,17,4,188,0.33,1
22,17,4,173,0.38,1
23,17,4,109,0.76,1
24,17,4,157,0.55,1
25,17,4,150,0.75,1
26,17,4,159,0.65,1
27,17,4,175,0.59,1
28,17,4,114,0.57,1
29,17,4,185,0.76,2
30,17,4,193,0.48,1
31,17,4,114,0.47,1
32,17,4,173,0.97,2
33,17,4,189,0.44,1
34,17,4,179,0.72,2
35,17,4,143,0.85,2
36,17,4,123,0.49,1
37,17,4,152,0.90,2
38,17,4,195,0.82,2
39,17,4,178,0.91,2
40,17,4,139,0.89,2
41,17,4,148,0.60,1
42,17,4,104,0.77,1
43,17,4,163,0.96,2
44,17,4,128,0.50,1
45,17,4,195,0.61,1
46,17,4,103,0.90,1
47,17,4,185,0.71,2
48,17,4,125,0.43,1
49,17,4,194,0.72,2
50,17,4,159,0.35,1
51,17,4,141,0.58,1
52,17,4,199,0.47,1
53,17,4,107,0.56,1
54,17,4,154,0.45,1
55,17,4,143,0.38,1
56,17,4,174,0.55,1
57,17,4,137,0.97,2
58,17,4,156,0.59,1
59,17,4,154,0.55,1
0,18,4,430,0.51,2
1,18,4,730,0.52,4
2,18,4,763,0.49,4
3,18,4,659,0.84,5
4,18,4,701,0.67,4
5,18,4,551,0.83,4
6,18,4,506,0.91,4
7,18,4,745,0.38,3
8,18,4,682,0.43,3
9,18,4,565,0.99,5
10,18,4,611,0.83,5
11,18,4,573,0.47,3
12,18,4,409,0.45,2
13,18,4,435,0.50,2
14,18,4,573,0.61,3
15,18,4,571,0.89,5
16,18,4,683,0.43,3
17,18,4,478,0.86,4
18,18,4,579,0.57,3
19,18,4,636,0.75,4
20,18,4,411,0.30,2
21,18,4,661,0.46,3
22,18,4,674,0.31,2
23,18,4,766,0.94,7
24,18,4,639,0.83,5
25,18,4,686,0.59,4
26,18,4,738,0.92,6
27,18,4,746,0.52,4
28,18,4,777,0.48,4
29,18,4,545,0.86,4
30,18,4,697,0.84,5
31,18,4,488,0.40,2
32,18,4,494,0.62,3
33,18,4,735,0.94,6
34,18,4,409,0.90,4
35,18,4,524,0.53,3
36,18,4,684,0.94,6
37,18,4,467,0.88,4
38,18,4,688,0.50,3
39,18,4,703,0.57,4
40,18,4,691,0.63,4
41,18,4,404,0.55,2
42,18,4,489,0.80,4
43,18,4,619,0.48,3
44,18,4,690,0.78,5
45,18,4,598,0.44,3
46,18,4,609,0.43,3
47,18,4,624,0.78,5
48,18,4,745,0.90,6
49,18,4,712,0.83,5
50,18,4,689,0.33,2
51,18,4,482,0.86,4
52,18,4,649,0.42,3
53,18,4,728,0.86,6
54,18,4,581,0.73,4
55,18,4,514,0.56,3
56,18,4,656,0.82,5
57,18,4,734,0.83,6
58,18,4,485,0.63,3
59,18,4,716,0.81,5
0,19,4,406,0.42,2
1,19,4,614,0.55,3
2,19,4,516,0.34,2
3,19,4,452,0.97,4
4,19,4,452,0.99,4
5,19,4,589,0.79,4
6,19,4,696,0.78,5
7,19,4,472,0.65,3
8,19,4,678,0.63,4
9,19,4,435,0.31,2
10,19,4,618,0.76,4
11,19,4,504,0.62,3
12,19,4,514,0.92,4
13,19,4,455,0.84,4
14,19,4,663,0.45,3
15,19,4,445,0.95,4
16,19,4,643,0.43,3
17,19,4,744,0.54,4
18,19,4,697,0.96,6
19,19,4,668,0.52,3
20,19,4,573,0.79,4
21,19,4,541,0.66,3
22,19,4,492,0.35,2
23,19,4,606,0.52,3
24,19,4,563,0.34,2
25,19,4,721,0.59,4
26,19,4,446,0.53,2
27,19,4,463,0.54,3
28,19,4,567,0.97,5
29,19,4,672,0.75,5
30,19,4,757,0.53,4
31,19,4,700,0.65,4
32,19,4,543,0.85,4
33,19,4,479,0.95,4
34,19,4,709,0.89,6
35,19,4,679,0.79,5
36,19,4,746,0.89,6
37,19,4,628,0.85,5
38,19,4,765,0.57,4
39,19,4,661,0.80,5
40,19,4,698,0.62,4
41,19,4,469,0.32,2
42,19,4,544,0.98,5
43,19,4,572,0.52,3
44,19,4,586,0.76,4
45,19,4,543,0.42,2
46,19,4,589,0.75,4
47,19,4,767,0.80,6
48,19,4,454,0.96,4
49,19,4,456,0.62,3
50,19,4,572,0.64,4
51,19,4,562,0.72,4
52,19,4,597,0.88,5
53,19,4,589,0.44,3
54,19,4,520,0.61,3
55,19,4,416,0.86,3
56,19,4,492,0.58,3
57,19,4,441,0.63,3
58,19,4,470,0.45,2
59,19,4,767,0.41,3
0,20,4,693,0.73,5
1,20,4,673,0.42,3
2,20,4,686,0.56,4
3,20,4,527,0.51,3
4,20,4,545,0.65,3
5,20,4,596,0.30,2
6,20,4,663,0.31,2
7,20,4,464,0.51,2
8,20,4,641,0.58,4
9,20,4,565,0.87,5
10,20,4,538,0.48,3
11,20,4,586,0.33,2
12,20,4,642,0.63,4
13,20,4,764,0.33,3
14,20,4,499,0.89,4
15,20,4,710,0.74,5
16,20,4,627,0.46,3
17,20,4,774,0.81,6
18,20,4,633,0.97,6
19,20,4,789,0.30,2
20,20,4,526,0.47,3
21,20,4,410,0.92,4
22,20,4,428,0.48,2
23,20,4,417,0.74,3
24,20,4,536,0.44,2
25,20,4,792,0.82,6
26,20,4,495,0.44,2
27,20,4,488,0.57,3
28,20,4,580,0.63,4
29,20,4,795,0.91,7
30,20,4,407,0.53,2
31,20,4,484,0.48,2
32,20,4,472,0.83,4
33,20,4,776,0.66,5
34,20,4,799,1.00,7
35,20,4,507,0.93,4
36,20,4,546,0.78,4
37,20,4,712,0.92,6
38,20,4,547,0.46,3
39,20,4,504,0.82,4
40,20,4,554,0.70,4
41,20,4,582,0.91,5
42,20,4,734,0.97,6
43,20,4,450,0.77,3
44,20,4,776,0.90,6
45,20,4,485,0.57,3
46,20,4,437,0.39,2
47,20,4,666,0.88,5
48,20,4,790,0.40,3
49,20,4,414,0.38,2
50,20,4,605,0.77,4
51,20,4,674,0.97,6
52,20,4,742,0.53,4
53,20,4,494,0.68,3
54,20,4,751,0.86,6
55,20,4,408,0.72,3
56,20,4,421,0.54,2
57,20,4,419,0.61,3
58,20,4,458,0.51,2
59,20,4,746,0.53,4
0,21,4,705,0.36,3
1,21,4,719,0.38,3
2,21,4,610,0.95,5
3,21,4,543,0.93,5
4,21,4,567,0.32,2
5,21,4,711,0.57,4
6,21,4,648,0.38,3
7,21,4,655,0.72,4
8,21,4,495,1.00,5
9,21,4,755,0.69,5
10,21,4,465,0.66,3
11,21,4,520,0.94,5
12,21,4,595,0.58,3
13,21,4,793,0.75,5
14,21,4,601,0.75,4
15,21,4,470,0.90,4
16,21,4,637,0.65,4
17,21,4,664,0.40,3
18,21,4,586,0.60,3
19,21,4,463,0.53,3
20,21,4,628,0.60,4
21,21,4,642,0.54,3
22,21,4,520,0.44,2
23,21,4,741,0.44,3
24,21,4,453,0.67,3
25,21,4,670,0.90,6
26,21,4,516,0.83,4
27,21,4,591,0.35,2
28,21,4,704,0.88,6
29,21,4,660,0.61,4
30,21,4,732,0.77,5
31,21,4,624,0.34,2
32,21,4,654,1.00,6
33,21,4,760,0.97,7
34,21,4,507,0.54,3
35,21,4,561,0.35,2
36,21,4,482,0.36,2
37,21,4,415,0.76,3
38,21,4,635,0.60,4
39,21,4,504,0.73,4
40,21,4,479,0.32,2
41,21,4,412,0.80,3
42,21,4,669,0.67,4
43,21,4,689,0.64,4
44,21,4,563,0.48,3
45,21,4,731,0.42,3
46,21,4,792,0.54,4
47,21,4,495,0.80,4
48,21,4,726,0.97,6
49,21,4,407,0.90,4
50,21,4,515,0.63,3
51,21,4,586,0.92,5
52,21,4,781,0.43,3
53,21,4,752,0.77,5
54,21,4,480,0.34,2
55,21,4,426,0.95,4
56,21,4,414,0.47,2
57,21,4,710,0.78,5
58,21,4,580,0.56,3
59,21,4,600,0.47,3
0,22,4,688,0.59,4
1,22,4,454,0.58,3
2,22,4,640,0.70,4
3,22,4,432,0.35,2
4,22,4,776,0.97,7
5,22,4,654,0.58,4
6,22,4,643,0.48,3
7,22,4,773,0.74,5
8,22,4,724,0.34,3
9,22,4,558,0.81,4
10,22,4,420,0.42,2
11,22,4,523,0.96,5
12,22,4,634,0.65,4
13,22,4,592,0.98,5
14,22,4,635,0.80,5
15,22,4,759,0.54,4
16,22,4,663,0.34,2
17,22,4,641,0.83,5
18,22,4,507,0.32,2
19,22,4,492,0.99,5
20,22,4,522,0.30,2
21,22,4,767,0.40,3
22,22,4,423,0.87,4
23,22,4,649,0.64,4
24,22,4,685,0.63,4
25,22,4,752,0.98,7
26,22,4,695,0.77,5
27,22,4,639,0.59,4
28,22,4,755,0.41,3
29,22,4,689,0.48,3
30,22,4,695,0.78,5
31,22,4,505,0.42,2
32,22,4,702,0.35,3
33,22,4,440,0.81,3
34,22,4,525,0.34,2
35,22,4,446,0.61,3
36,22,4,733,0.99,7
37,22,4,478,0.54,3
38,22,4,631,0.89,5
39,22,4,799,0.59,4
40,22,4,613,0.89,5
41,22,4,744,0.31,2
42,22,4,546,0.40,2
43,22,4,746,0.61,4
44,22,4,444,0.40,2
45,22,4,709,0.98,6
46,22,4,550,0.78,4
47,22,4,485,0.94,4
48,22,4,667,0.94,6
49,22,4,466,0.47,2
50,22,4,726,0.34,3
51,22,4,794,0.56,4
52,22,4,451,0.76,3
53,22,4,600,0.42,3
54,22,4,551,0.99,5
55,22,4,430,0.85,4
56,22,4,456,0.39,2
57,22,4,467,0.90,4
58,22,4,737,0.86,6
59,22,4,432,0.55,2
0,23,4,768,0.71,5
1,23,4,404,0.70,3
2,23,4,439,0.56,3
3,23,4,738,0.33,3
4,23,4,477,0.69,3
5,23,4,596,0.85,5
6,23,4,637,0.78,5
7,23,4,694,0.96,6
8,23,4,482,0.55,3
9,23,4,669,0.96,6
10,23,4,405,0.91,4
11,23,4,510,0.82,4
12,23,4,748,0.33,3
13,23,4,586,0.31,2
14,23,4,468,0.85,4
15,23,4,740,0.57,4
16,23,4,526,0.49,3
17,23,4,757,0.57,4
18,23,4,588,0.91,5
19,23,4,595,0.45,3
20,23,4,666,0.50,3
21,23,4,559,0.48,3
22,23,4,428,0.74,3
23,23,4,496,0.37,2
24,23,4,688,0.46,3
25,23,4,510,0.84,4
26,23,4,673,0.83,5
27,23,4,416,0.35,2
28,23,4,473,0.67,3
29,23,4,548,0.68,4
30,23,4,572,0.41,2
31,23,4,787,0.81,6
32,23,4,507,0.70,3
33,23,4,432,0.37,2
34,23,4,563,0.62,3
35,23,4,760,0.37,3
36,23,4,431,0.55,2
37,23,4,439,0.51,2
38,23,4,659,0.45,3
39,23,4,786,0.90,6
40,23,4,691,0.60,4
41,23,4,497,0.41,2
42,23,4,506,0.67,3
43,23,4,794,0.59,4
44,23,4,685,0.62,4
45,23,4,561,0.91,5
46,23,4,644,0.57,4
47,23,4,462,0.98,4
48,23,4,512,0.44,2
49,23,4,464,1.00,4
50,23,4,658,0.72,4
51,23,4,780,0.98,7
52,23,4,623,0.91,5
53,23,4,494,0.96,4
54,23,4,754,0.91,6
55,23,4,556,0.78,4
56,23,4,798,0.88,6
57,23,4,527,0.76,4
58,23,4,673,0.97,6
59,23,4,589,0.76,4
0,0,5,88,0.37,1
1,0,5,150,0.82,2
2,0,5,95,0.86,1
3,0,5,137,0.70,1
4,0,5,96,0.37,1
5,0,5,104,0.80,1
6,0,5,145,0.81,1
7,0,5,150,0.42,1
8,0,5,115,0.86,1
9,0,5,80,0.49,1
10,0,5,108,0.70,1
11,0,5,97,1.00,1
12,0,5,103,0.42,1
13,0,5,105,0.34,1
14,0,5,88,0.32,1
15,0,5,89,0.41,1
16,0,5,145,0.52,1
17,0,5,125,0.67,1
18,0,5,143,0.71,1
19,0,5,143,0.75,1
20,0,5,85,0.81,1
21,0,5,94,0.96,1
22,0,5,106,0.43,1
23,0,5,120,0.70,1
24,0,5,99,0.99,1
25,0,5,139,0.56,1
26,0,5,109,0.48,1
27,0,5,95,0.45,1
28,0,5,94,0.52,1
29,0,5,108,0.86,1
30,0,5,116,0.56,1
31,0,5,86,0.66,1
32,0,5,100,0.51,1
33,0,5,127,0.63,1
34,0,5,121,0.74,1
35,0,5,120,0.65,1
36,0,5,117,0.56,1
37,0,5,140,0.46,1
38,0,5,88,0.84,1
39,0,5,116,0.42,1
40,0,5,104,0.87,1
41,0,5,89,0.88,1
42,0,5,143,0.68,1
43,0,5,131,0.50,1
44,0,5,145,0.99,2
45,0,5,112,1.00,1
46,0,5,124,1.00,2
47,0,5,144,0.96,2
48,0,5,145,0.99,2
49,0,5,134,0.56,1
50,0,5,145,0.65,1
51,0,5,82,0.96,1
52,0,5,123,0.93,1
53,0,5,88,0.38,1
54,0,5,99,0.72,1
55,0,5,142,1.00,2
56,0,5,120,0.85,1
57,0,5,106,0.32,1
58,0,5,138,0.34,1
59,0,5,129,0.70,1
0,1,5,137,0.36,1
1,1,5,85,0.61,1
2,1,5,127,0.39,1
3,1,5,109,0.76,1
4,1,5,113,0.64,1
5,1,5,99,0.77,1
6,1,5,136,0.57,1
7,1,5,128,0.68,1
8,1,5,147,0.38,1
9,1,5,114,0.92,1
10,1,5,123,0.45,1
11,1,5,82,0.86,1
12,1,5,119,0.49,1
13,1,5,89,0.74,1
14,1,5,85,0.35,1
15,1,5,130,0.59,1
16,1,5,101,1.00,1
17,1,5,135,0.46,1
18,1,5,100,0.52,1
19,1,5,147,0.68,1
20,1,5,80,0.51,1
21,1,5,100,0.44,1
22,1,5,90,0.34,1
23,1,5,80,0.37,1
24,1,5,100,0.75,1
25,1,5,149,0.84,2
26,1,5,92,0.68,1
27,1,5,130,0.44,1
28,1,5,125,0.42,1
29,1,5,118,0.70,1
30,1,5,139,0.55,1
31,1,5,108,0.63,1
32,1,5,121,0.41,1
33,1,5,140,0.71,1
34,1,5,107,0.33,1
35,1,5,99,0.86,1
36,1,5,111,0.32,1
37,1,5,140,0.70,1
38,1,5,102,0.52,1
39,1,5,101,1.00,1
40,1,5,82,0.94,1
41,1,5,108,0.86,1
42,1,5,113,0.31,1
43,1,5,148,0.44,1
44,1,5,135,0.94,2
45,1,5,109,0.60,1
46,1,5,94,0.33,1
47,1,5,101,0.94,1
48,1,5,119,0.53,1
49,1,5,104,0.92,1
50,1,5,132,0.94,2
51,1,5,149,0.50,1
52,1,5,80,0.54,1
53,1,5,141,0.57,1
54,1,5,101,0.42,1
55,1,5,111,0.89,1
56,1,5,142,0.67,1
57,1,5,97,0.90,1
58,1,5,105,0.97,1
59,1,5,109,0.33,1
0,2,5,88,0.54,1
1,2,5,145,0.61,1
2,2,5,89,0.41,1
3,2,5,120,0.93,1
4,2,5,98,0.69,1
5,2,5,123,0.34,1
6,2,5,149,0.76,1
7,2,5,141,0.73,1
8,2,5,145,0.75,1
9,2,5,111,0.81,1
10,2,5,116,0.41,1
11,2,5,141,0.39,1
12,2,5,125,0.84,1
13,2,5,118,0.52,1
14,2,5,144,0.98,2
15,2,5,112,0.55,1
16,2,5,105,0.73,1
17,2,5,110,0.35,1
18,2,5,137,1.00,2
19,2,5,114,0.58,1
20,2,5,149,0.41,1
21,2,5,143,0.66,1
22,2,5,88,0.91,1
23,2,5,145,0.58,1
24,2,5,134,0.47,1
25,2,5,83,0.87,1
26,2,5,96,0.42,1
27,2,5,140,0.82,1
28,2,5,87,0.97,1
29,2,5,129,0.57,1
30,2,5,114,0.54,1
31,2,5,137,0.81,1
32,2,5,90,0.39,1
33,2,5,127,0.97,2
34,2,5,115,0.37,1
35,2,5,114,0.59,1
36,2,5,117,0.92,1
37,2,5,105,0.44,1
38,2,5,88,0.54,1
39,2,5,127,0.73,1
40,2,5,96,0.57,1
41,2,5,135,0.65,1
42,2,5,100,1.00,1
43,2,5,142,0.87,2
44,2,5,138,0.38,1
45,2,5,149,0.77,1
46,2,5,84,0.44,1
47,2,5,142,0.45,1
48,2,5,115,0.93,1
49,2,5,118,0.40,1
50,2,5,95,0.70,1
51,2,5,82,0.67,1
52,2,5,141,0.68,1
53,2,5,124,0.86,1
54,2,5,127,0.56,1
55,2,5,120,0.66,1
56,2,5,88,0.88,1
57,2,5,124,0.31,1
58,2,5,108,0.80,1
59,2,5,126,0.60,1
0,3,5,95,0.93,1
1,3,5,105,0.73,1
2,3,5,144,0.85,2
3,3,5,92,0.58,1
4,3,5,142,0.51,1
5,3,5,139,0.72,1
6,3,5,127,0.61,1
7,3,5,102,0.90,1
8,3,5,134,0.41,1
9,3,5,148,0.73,1
10,3,5,117,0.76,1
11,3,5,108,0.31,1
12,3,5,111,0.58,1
13,3,5,114,0.58,1
14,3,5,112,0.87,1
15,3,5,139,0.41,1
16,3,5,113,0.64,1
17,3,5,118,0.37,1
18,3,5,104,0.81,1
19,3,5,131,0.64,1
20,3,5,80,0.92,1
21,3,5,138,0.40,1
22,3,5,80,0.88,1
23,3,5,110,0.90,1
24,3,5,96,0.69,1
25,3,5,98,0.65,1
26,3,5,114,0.60,1
27,3,5,147,0.33,1
28,3,5,121,0.56,1
29,3,5,115,0.82,1
30,3,5,135,0.72,1
31,3,5,112,0.69,1
32,3,5,148,0.73,1
33,3,5,103,0.94,1
34,3,5,113,0.70,1
35,3,5,122,0.35,1
36,3,5,115,0.99,1
37,3,5,98,0.49,1
38,3,5,129,0.67,1
39,3,5,110,0.51,1
40,3,5,113,0.87,1
41,3,5,106,0.58,1
42,3,5,105,0.34,1
43,3,5,94,0.86,1
44,3,5,132,0.80,1
45,3,5,95,0.95,1
46,3,5,123,0.71,1
47,3,5,93,0.72,1
48,3,5,112,0.85,1
49,3,5,105,0.38,1
50,3,5,115,0.81,1
51,3,5,106,0.61,1
52,3,5,81,0.93,1
53,3,5,125,0.47,1
54,3,5,150,0.44,1
55,3,5,104,0.68,1
56,3,5,136,0.72,1
57,3,5,113,0.98,1
58,3,5,132,0.56,1
59,3,5,121,0.70,1
0,4,5,110,0.30,1
1,4,5,99,0.36,1
2,4,5,96,0.39,1
3,4,5,94,0.35,1
4,4,5,127,0.61,1
5,4,5,90,0.72,1
6,4,5,113,0.69,1
7,4,5,113,0.53,1
8,4,5,102,1.00,1
9,4,5,81,0.43,1
10,4,5,130,0.85,1
11,4,5,133,0.90,1
12,4,5,121,0.85,1
13,4,5,109,0.92,1
14,4,5,149,0.65,1
15,4,5,120,0.66,1
16,4,5,93,0.53,1
17,4,5,111,0.45,1
18,4,5,143,0.91,2
19,4,5,94,0.44,1
20,4,5,135,0.92,2
21,4,5,105,0.68,1
22,4,5,81,0.36,1
23,4,5,92,0.64,1
24,4,5,121,0.67,1
25,4,5,138,0.85,1
26,4,5,121,0.96,1
27,4,5,146,0.44,1
28,4,5,114,0.77,1
29,4,5,90,0.43,1
30,4,5,95,0.33,1
31,4,5,92,0.64,1
32,4,5,129,0.85,1
33,4,5,112,0.44,1
34,4,5,107,0.77,1
35,4,5,114,0.37,1
36,4,5,134,0.87,1
37,4,5,124,0.83,1
38,4,5,106,0.83,1
39,4,5,130,0.58,1
40,4,5,90,0.79,1
41,4,5,90,0.88,1
42,4,5,146,0.64,1
43,4,5,85,0.68,1
44,4,5,144,0.93,2
45,4,5,122,0.66,1
46,4,5,126,0.36,1
47,4,5,102,0.96,1
48,4,5,149,0.41,1
49,4,5,101,0.61,1
50,4,5,120,0.65,1
51,4,5,101,0.90,1
52,4,5,140,0.58,1
53,4,5,115,0.67,1
54,4,5,80,0.56,1
55,4,5,109,0.93,1
56,4,5,104,0.80,1
57,4,5,85,0.37,1
58,4,5,120,0.34,1
59,4,5,103,0.35,1
0,5,5,107,0.67,1
1,5,5,98,0.78,1
2,5,5,147,0.58,1
3,5,5,91,0.56,1
4,5,5,142,0.96,2
5,5,5,80,0.39,1
6,5,5,107,0.36,1
7,5,5,139,0.33,1
8,5,5,150,0.39,1
9,5,5,112,0.96,1
10,5,5,135,0.64,1
11,5,5,115,0.93,1
12,5,5,146,0.83,2
13,5,5,133,0.44,1
14,5,5,140,0.41,1
15,5,5,94,0.90,1
16,5,5,104,0.50,1
17,5,5,86,0.46,1
18,5,5,111,0.43,1
19,5,5,115,0.38,1
20,5,5,140,0.45,1
21,5,5,107,0.94,1
22,5,5,81,0.50,1
23,5,5,129,0.41,1
24,5,5,92,0.36,1
25,5,5,132,0.61,1
26,5,5,149,0.37,1
27,5,5,125,0.59,1
28,5,5,112,0.76,1
29,5,5,130,0.78,1
30,5,5,88,0.36,1
31,5,5,132,0.39,1
32,5,5,128,0.95,2
33,5,5,138,0.95,2
34,5,5,104,0.36,1
35,5,5,150,0.71,1
36,5,5,82,0.32,1
37,5,5,106,0.39,1
38,5,5,88,0.72,1
39,5,5,89,0.89,1
40,5,5,130,0.68,1
41,5,5,148,0.60,1
42,5,5,122,0.52,1
43,5,5,119,0.80,1
44,5,5,110,0.60,1
45,5,5,85,0.97,1
46,5,5,124,0.70,1
47,5,5,121,0.31,1
48,5,5,97,0.56,1
49,5,5,85,0.39,1
50,5,5,116,1.00,1
51,5,5,142,0.50,1
52,5,5,104,0.95,1
53,5,5,104,0.53,1
54,5,5,96,0.44,1
55,5,5,97,0.63,1
56,5,5,102,0.60,1
57,5,5,89,0.54,1
58,5,5,95,0.81,1
59,5,5,134,0.67,1
0,6,5,96,0.35,1
1,6,5,108,0.61,1
2,6,5,106,0.66,1
3,6,5,95,0.83,1
4,6,5,104,0.77,1
5,6,5,144,0.88,2
6,6,5,82,0.33,1
7,6,5,82,0.79,1
8,6,5,101,0.57,1
9,6,5,122,0.79,1
10,6,5,120,0.55,1
11,6,5,95,0.79,1
12,6,5,143,0.69,1
13,6,5,101,0.69,1
14,6,5,93,0.45,1
15,6,5,150,0.88,2
16,6,5,139,0.74,1
17,6,5,123,0.97,1
18,6,5,104,0.46,1
